Category,Food Name,Alternative Name,Calorie (kcal),Carbs (g),Protein (g),Fat (g),Water (g),Ash (g),Fibre (g),Sugar (g),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Iron (mg),Zinc (mg),Phosphorus (mg),Copper (mg),Vitamin A(RE) (ug),β-Carotene (ug),Vitamin E(α-TE) (mg),Vitamin B1 (mg),Vitamin B2 (mg),Nicotin (mg),Vitamin B6 (mg),Vitamin B12 (ug),Folic acid (ug),Vitamin C (mg),SFA (mg),MUFA (mg),PUFA (mg),LA (mg),ALA (mg),Thr (mg),Cys (mg),Val (mg),Met (mg),Ile (mg),Leu (mg),Tyr (mg),Phe (mg),Lys (mg),His (mg),Trp (mg),Trans Fat (mg),Cholesterol (mg),Alcohol (g),CalCalories(kcal),Carbs%,Fat%,Protein%,Alcohol%
油脂類,"高油酸紅花籽油"," Safflower oil: high oleic acid",880.1661,0.3872,0.0165,99.5663,0.03,0,,,,,,,,,,,0,0,41.5984,,,,,,,,8363.5692,74883.81423,16284.06837,15776.28024,507.78813,,,,,,,,,,,,,,,881.780892,0.001756445,0.998168706,7.48485E-05,
油脂類,"核桃油"," Walnut oil",883.116,0.0223,0,99.9,0.0777,0,,,,,,,,,,,10.48,,6.902,,,,,,,,10395.3942,10487.3022,79017.0039,65445.3891,13571.6148,,,,,,,,,,,,,,,883.2052,0.000100996,0.999899004,0,
油脂類,"油茶油","苦茶(籽)油,山茶油,天綠果油,大果種油; 茶油; 油茶籽油; 茶花籽油 Tea seed oil",883.3547,0,0,99.927,0.1,0.1233,,,0.759,1.738,4.5,3.23,0,0.393,8.657,,0.25,1,16.8833,,,,,,,,11059.52065,79356.32756,9439.703982,8825.852421,613.851561,,,,,,,,,,,,346.378,0,,883.35468,0,1,0,
油脂類,"熟油茶油","苦茶(籽)油,山茶油,天綠果油,大果種油茶油 Tea seed oil",883.116,0.02,0,99.9,0.08,0,,,,,,,,,,,30.4217,172.25,36.42,,,,,,,,20616.363,52669.9773,26613.4599,26358.4152,255.0447,,,,,,,,,,,,,,,883.196,9.05801E-05,0.99990942,0,
油脂類,"高油酸棕櫚油"," Palm kernel oil: high oleic acid",883.116,0,0,99.9,0.1,0,,,,,,,,,,,3.8755,20,22.7179,,,,,,,,35424.54,49360.59,15124.86,14155.83,969.03,,,,,,,,,,,,,0,,883.116,0,1,0,
油脂類,"椰子油"," Coconut oil",882.7624,0,0,99.86,0.141,0,,,,,,,,,,,0,0,0.46,,,,,,,,90063.734,7968.828,1687.634,1687.634,0,,,,,,,,,,,,,,,882.7624,0,1,0,
油脂類,"葵花籽油"," Sunflower oil",883.5792,0,0,99.9524,0.0977,0,,,,,,,,,,,0,0,42.3675,,,,,,,,11603.97388,26498.08091,61870.3357,61364.27669,506.0590012,,,,,,,,,,,,343.994,0,,883.579216,0,1,0,
油脂類,"葵花籽油(多種維生素強化)"," Sunflower oil: multi-vitamin enriched",883.0276,0.0134,0,99.89,0.0966,0,,,,,,,,,,,547.5,,45.7223,,,,,,,,11855.44465,17561.36123,70586.16971,70322.56,263.60971,,,,,,,,,,,,,,,883.0812,6.06966E-05,0.999939303,0,
油脂類,"高油酸葵花籽油"," Sunflower seed oil: high oleic acid",883.116,0.01,0,99.9,0.09,0,,,,,,,,,,,0,0,46.779,,,,,,,,10241.0487,79934.3856,9724.0662,9609.4809,114.5853,,,,,,,,,,,,,,,883.156,4.52921E-05,0.999954708,0,
油脂類,"葡萄籽油"," Grape seed oil",883.7666,0,0,99.9736,0.082,0,,,,,,,,,,,,,10.7867,,,,0,,,,11368.49792,19788.17454,68672.56566,68337.85404,334.7116128,,,,,,,,,,,,2122.828,,,883.766624,0,1,0,
油脂類,"橄欖油"," Olive oil",883.5907,0,0,99.9537,0.072,0,,,,,,,,,,,24.932,149.145,17.114,,,,,,,,16283.85708,74270.59679,9399.14618,8739.651667,659.4945126,,,,,,,,,,,,144.938,0,,883.590708,0,1,0,
油脂類,"烤酥油"," Shortening",882.9198,0,0.0195,99.8778,0.1015,0.0273,,,,,,,,,,,0,0,14.1726,,,,,,,,14314.4863,23445.71428,62063.76529,57059.18836,4998.084868,,,,,,,,,,,,,,,882.997752,0,0.999911665,8.83354E-05,
油脂類,"調合植物油","蔬菜油 Vegetable oil",886.6564,0,0.028,100.3005,0.065,0.0194,,,,,,,,,,,0,0,23.7535,,,,,,,,16962.31906,31626.75366,51679.83263,48398.50177,3255.75423,,,,,,,,,,,,,0,,886.76842,0,0.999873699,0.000126301,
油脂類,"中鏈脂肪酸油"," Medium chain triglyceride oil",883.116,0,0,99.9,0.1,0,,,,,,,,,,,0,0,0,,,,,,,,99820.08,29.97,9.99,9.99,0,,,,,,,,,,,,,0,,883.116,0,1,0,
糖類,"方糖"," Cube sugar",385.4624,99.6027,,,0.39,0.0073,,,1.67,0.314,1.51,0,0,0,0,,0,0,0,0,0.02,0,0,,0,0,,,,,,,,,,,,,,,,,,,,385.462449,1,,,
糖類,"冰糖"," Candy sugar; Crysted sugar; Rock sugar",386.642,99.9075,,,0.085,0.0075,,99.91,0.605,0,1.57,0,0,0.134,0.5,,0,0,0,0,0.03,0,0,,0,,,,,,,,,,,,,,,,,,,,,386.642025,1,,,
糖類,"紅砂糖","紅糖 Brown sugar",384.4733,99.3471,0,0.543,0,0.1099,0,96.298,1.145,48.083,13.429,3.526,0.203,0,1.474,0.0043,0,0,0.0078,0,0,0.1906,0.01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,389.360277,0.987448643,0.012551357,0,
糖類,"黑砂糖","黑糖 Black sugar; Brown sugar",368.9097,95.3255,0.519,0.6695,2.42,1.066,0.1547,86.07,10.424,292.065,103.972,26,2.17,0.13,5.913,0.0262,0,0,0.027,0,0,0.2814,0.11,0,0,0,258.2931,252.6693,158.47065,158.47065,0,2.3746,4.0102,6.8544,0,3.559,2.1263,0.7696,0.9474,1.2992,0,0,0,,,377.011185,0.978511248,0.015982284,0.005506468,
糖類,"麥芽糖"," Maltose",325.3714,84.0753,,,15.89,0.0347,,35.996,0,0,0.26,0.044,0,0,0,,0,0,0,0,0,0,0,,3.4,,,,,,,,,,,,,,,,,,,,,325.371411,1,,,
糖類,"果糖","高果糖糖漿 Fructose",297.4199,76.8527,,,23.103,0.0443,,67.368,0,0,0.74,0,0,0.198,0.94,,0,0,0,0,0.05,0,0,,0,1.04,,,,,,,,,,,,,,,,,,,,297.419949,1,,,
糖類,"果寡糖"," Fructo-oligo saccharide",299.793,77.4659,,,22.495,0.0391,,68.182,0.46,0,0,0,0,0,0,,0,0,0,0,0,0,0,,5.6,0.43,,,,,,,,,,,,,,,,,,,,299.793033,1,,,
糖類,"楓糖"," Maples",257.8415,66.6257,0.055,0.1,32.98,0.2393,,,1.43,148.88,11.32,8.12,0,0.696,0,,0,0,0.1272,0,0.02,0.11,0,,0,,,,,,,,,,,,,,,,,,,,,258.961459,0.995675032,0.003475421,0.000849547,
糖類,"蜂蜜(冬蜜)"," Honey: winter",315.2115,81.45,0.12,0.11,18.32,0,,,,,,,,,,,0,0,0.0026,0,0.05,0,0.0156,0,3.3,2.57,,,,,,,,,,,,,,,,,,0,,316.6815,0.995358112,0.003126169,0.001515718,
糖類,"蜂蜜(春蜜)"," Honey: spring",308.1604,79.628,0.182,0.2,19.99,0,,61.452,,,,,,,,,0,0,0.023,0,0.08,0,0.0086,0,1.6,2.61,,,,,,,,,,,,,,,,,,0,,310.68836,0.991863229,0.005793587,0.002343184,
糖類,"黑糖蜜"," Blackstrap Molasses",280.3401,72.4393,0.231,0,27.074,0.2557,0.2009,58.341,2.152,132.531,77.914,20.104,2.155,0,4.979,,1.8847,11.306,0.016,0.003,0.0291,0.0429,0.081,,0.56,0,0,0,0,0,0,,,,,,,,,,,,,,,281.264091,0.996714831,0,0.003285169,
糖類,"冬瓜糖磚"," Wax-gourd sugar",360.254,93.0889,,,6.824,0.0871,0.1911,96.258,17.697,12.28,11.77,4.026,0,0,0.56,,0,0,0,0,0.04,0,0,,0,,,,,,,,,,,,,,,,,,,,,360.254043,1,,,
飲料類,"西瓜汁(非原汁)"," Watermelon Juice",29.91,6.1052,1.105,0.1188,92.502,0.169,0.095,9.948,1.201,87.761,3.323,6.647,0.1,0.098,8.386,,67.0672,402.323,0.021,0.026,0.0228,0,0.046,,6.061,3.55,,,,,,,,,,,,,,,,,,,,29.91,0.816476095,0.035747242,0.147776663,
飲料類,"芭樂汁(非原汁)"," Guava juice",45.07,10.96,0.15,0.07,88.7,0.12,0.05,,24,15,3,2,0.11,0.04,3,,0,0,,0.0018,0.007,0.08,0.0091,,,10.6,,,,,,,,,,,,,,,,,,,,45.07,0.972709119,0.013978256,0.013312625,
飲料類,"柳橙汁(非原汁)"," Orange juice",50.22,12.31,0.11,0.06,87.4,0.12,0.016,,22,21,3,3,0.14,0.02,4,,13.6193,81,,0.01,0.006,0.11,0.0014,,,9.95,,,,,,,,,,,,,,,,,,,,50.22,0.980485862,0.010752688,0.00876145,
飲料類,"柳橙汁(100%)"," Orange juice",47.6488,10.6644,0.571,0.3008,88.066,0.3978,0.2973,7.852,7.82,179.93,10.97,9.63,0,0,12.412,0.0202,12.7649,76.574,0.145,0.031,0,0,0,0,39.892,29.247,185.0741184,51.3925824,64.332096,52.4101888,11.9219072,5.6509,1.4983,6.3448,0,5.1701,10.0582,3.3083,8.1632,15.7371,3.0223,0,0,0,,47.6488,0.895250248,0.056815702,0.047934051,
飲料類,"烏梅汁"," Plum Juice",57.7954,13.8231,0.259,0.163,85.63,0.1249,0.2189,14.15,9.639,43.994,6.702,4.349,0.971,0.079,4.157,,0.0914,0.548,0.007,0.005,0.0098,0.1106,0.063,,2.528,0,0,0,0,0,0,,,,,,,,,,,,,,,57.7954,0.956692055,0.025382643,0.017925302,
飲料類,"黑棗茶"," Chinese Black Date Tea",46.4,11.6,0,,88.31,0.09,0,,3.41,2.9,7.26,2.97,0.68,0,2.6,,0,0,,0.006,0.02,0,0.0418,,0,0,,,,,,,,,,,,,,,,,,,,46.4,1,,0,
飲料類,"楊桃汁(非原汁)"," Star fruit juice",48.54,11.96,0.04,0.06,87.5,0.44,0.08,,149,19,2.3,1,0.11,0.02,9,,0.1667,1,,0.0009,0.001,0.09,0.0036,,,8.7,,,,,,,,,,,,,,,,,,,,48.54,0.985578904,0.011124845,0.003296251,
飲料類,"葡萄柚汁(非原汁)"," Grapefruit juice",41.33,9.65,0.21,0.21,89.7,0.23,0.49,,24,51,7,3,0.18,0.08,20,,5.1677,31,,0,0.01,0.09,0.0032,,,34.3,,,,,,,,,,,,,,,,,,,,41.33,0.933946286,0.045729494,0.02032422,
飲料類,"鳳梨汁(非原汁)"," Pineapple juice",47.61,11.26,0.26,0.17,88.1,0.21,0.18,,33,35,9,8,0.19,0.03,21,,1.0002,6,,0.016,0.022,0.12,0.0175,,,0.02,,,,,,,,,,,,,,,,,,,,47.61,0.946019744,0.032136106,0.02184415,
飲料類,"蔓越莓汁(非原汁)"," Cranberry Juice",44.8998,10.0437,0.927,0.113,88.865,0.0513,0.0194,10.078,9.02,21.61,2.68,1.5,0,0,3.79,0.0037,0,0,0,0,0,0,0,,5.356,28.587,37.91828,21.115971,53.965523,53.965523,0,1.2936,1.1519,0.6902,0,0.8748,1.0531,0,0.455,0.6987,0.4303,0,0,,,44.8998,0.894765678,0.022650435,0.082583887,
飲料類,"檸檬汁(非原汁)"," Lemon juice",32.65,7.0648,0.789,0.1372,92.009,0,0.0627,10.591,0.643,14.816,1.673,1.163,0,0.08,1.08,,0,0,0.025,0.005,0.0069,0,0.003,,7.337,0,,,,,,,,,,,,,,,,,,,,32.65,0.865519142,0.037819296,0.096661562,
飲料類,"蘋果汁(非原汁)"," Apple juice",46.96,10.87,0.06,0.36,88.6,0.11,0.006,,14,32,13,3,0.22,0.06,4,,0,0,,0.01,0.03,0.2,0.018,,,3,,,,,,,,,,,,,,,,,,,,46.96,0.925894378,0.068994889,0.005110733,
飲料類,"蘋果汁(100%)"," Apple juice",51.0751,12.1954,0.12,0.2015,87.281,0.2021,0.0594,11.139,1.32,96.15,2,3.63,0,0,6.51,0.0279,1.2748,7.647,0.19,0,0,0,0,,4.26,26.124,61.7635785,107.749304,31.9863115,31.9863115,0,0,1.5639,2.0322,0,1.9193,3.43,0,1.7592,3.5851,1.0364,0,0,,,51.0751,0.955095536,0.035506538,0.009397926,
飲料類,"蕃茄汁(非原汁)"," Tomato juice",22.39,4.43,0.74,0.19,93.8,0.84,0.34,,98,170,9,13,1.01,0.1,15,,100.145,600,,0.03,0.01,0.31,0.0644,,,5.6,,,,,,,,,,,,,,,,,,,,22.39,0.791424743,0.076373381,0.132201876,
飲料類,"仙草蜜"," grass jelly honey",35.2,8.8,0,0,91,0.2,0.1,,48,15,13,2,0.4,0.1,1,,0,0,0,0,0.02,0,0.01,,0,0,,,,,,,,,,,,,,,,,,0,,35.2,1,0,0,
飲料類,"薑母茶"," Ginger tea",28.04,7.01,,,92.89,0.1,0,,26.17,13.49,1.99,1.6,0.23,0.05,6.6,,0,0,,0,0.01,0.4,0.002,,1,0,,,,,,,,,,,,,,,,,,,,28.04,1,,,
飲料類,"蘆薈露飲料"," Aloe drinking",43.56,10.89,0,,89.03,0.08,0.1,,8.33,12.87,5.75,3.29,1.52,0,6.25,,0,0,0.01,0,0.01,0.53,0,,0,1.62,,,,,,,,,,,,,,,,,,,,43.56,1,,0,
飲料類,"黑豆茶"," Black bean tea",12.754,3.1885,,,96.71,0.1015,,,3.23,36.01,0.78,3.077,0.27,0,6.26,,0,0,0,0,0.009,0.078,0.0996,,5.8,,,,,,,,,,,,,,,,,,,,,12.754,1,,,
飲料類,"龜苓茶"," Guiling Tea",33.0144,8.2536,0,0,91.64,0.1064,0,,17.84,30.08,1.04,0.74,0.85,0.127,13.11,,24.66,0,0,0,0,0,0.0093,0,2.1,,,,,,,,,,,,,,,,,,,0,,33.0144,1,0,0,
飲料類,"麥茶"," barley tea",17.76,4.44,,,95.48,0.08,,,17.96,8.85,0.54,1.13,0.05,0,5.86,,0,0,,0,0.01,0.08,0.0122,,1,,,,,,,,,,,,,,,,,,,,,17.76,1,,,
飲料類,"黑麥汁"," Malt drink",51.9318,12.6434,0.322,0.0078,86.977,0.0498,0.0515,10.662,5.661,24.245,2.328,4.257,0,0,19.188,,0,0,0,0.015,0.0619,0.3463,0.02,,24.089,5.517,1.97028,4.893018,0.936702,0.936702,0,,,,,,,,,,,,,,,51.9318,0.973846468,0.001351773,0.024801759,
飲料類,"果汁醋飲料(綜合)"," Vinegar drink",37.25,9.3125,,,90.53,0.1575,0,,42.38,2.14,13.66,1.52,0.13,0.01,3.37,,0,0,0.01,0,0,0.019,0.002,,4.2,2.09,,,,,,,,,,,,,,,,,,,,37.25,1,,,
飲料類,"可樂"," Coca cola",51.36,12.84,,,87.11,0.05,0,,6.62,0,0.82,0.68,0.11,0,15.79,,0,0,,0,0.02,0.22,0.036,,2,,,,,,,,,,,,,,,,,,,,,51.36,1,,,
飲料類,"可樂(低熱量)"," Diet coke",1.32,0.33,,,99.67,0,0,,9.62,0,1.06,0.95,0.09,0,7.89,,0,0,,0,0,0,0.0062,,3,,,,,,,,,,,,,,,,,,,,,1.32,1,,,
飲料類,"沙士"," Root beer; Sarsaparilla; Sarsi; Sarsae",36.68,9.17,,,90.83,0,0,,4.65,0,1.5,0,0.18,0.056,1.19,,0.1083,0,,0,0.01,0.26,0,,0,0,,,,,,,,,,,,,,,,,,,,36.68,1,,,
飲料類,"加鹽沙士"," Root beer: salted",40.756,9.355,0.834,0,89.811,0,,9.48,17.296,0.71,0.997,0.205,0,0.076,0.338,,0,0,0,0.004,0.0052,0,0.002,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,40.756,0.918147021,0,0.081852979,
飲料類,"沙士(低糖)"," Root beer: diet",43.4148,10.8537,0,0,89.1,0.0463,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,43.4148,1,0,0,
飲料類,"汽水(綜合口味)"," Soda pop; Aerated water",42.34,10.585,,,89.415,0,0,,7.99,0.25,1.555,0.325,0.085,0,0.31,,0,0,,0,0.01,0.235,0.0137,,2,,,,,,,,,,,,,,,,,,,,,42.34,1,,,
飲料類,"汽水(維生素強化)"," Soda pop; Aerated water",45.88,11.47,,,88.48,0.05,0,,10.01,0,2.42,0,0.14,0,9.26,,1.7854,10.71,,0,0.93,3.72,0,,1,20.61,,,,,,,,,,,,,,,,,,,,45.88,1,,,
飲料類,"美式咖啡(無糖)"," Americano (sugar free)",2.3671,0.2507,0.209,0.0587,99.323,0.1586,,0,1.689,62.121,1.669,4.621,0.126,0.019,4.031,,0,0,0.026,0.003,0.0122,1.4265,0.044,,18.497,0,29.821361,9.616234,19.262405,19.262405,0,,,,,,,,,,,,,,,2.3671,0.423640742,0.223184487,0.353174771,
飲料類,"無糖咖啡飲料"," Sugar-free coffee drinks",3.7584,0.5012,0.226,0.0944,99.026,0.1524,0.0362,0,15.62,60.36,1.68,4.96,0,0,3.92,0,0,0,0,0,0,1.4302,0,,0,0,48.6266672,0,45.773144,45.773144,0,2.3329,0.8841,2.9383,0,2.2999,7.4175,1.5058,3.6572,0.6355,0.8399,0.58,0,,,3.7584,0.533418476,0.22605364,0.240527884,
飲料類,"拿鐵咖啡(無糖)","咖啡牛奶 Latte (sugar free)",42.9532,3.3635,2.981,1.9528,91.152,0.5507,,2.957,28.284,176.09,100.585,12.933,0,0.439,81.242,,35.6859,6.73,0.061,0.022,0.1581,1.9151,0.033,0,13.617,0,1318.471976,571.154944,59.794736,50.460352,6.229432,7.532,37.913,84.394,58.791,36.398,257.233,149.701,146.956,199.595,27.73,38.417,,8.71,,42.9532,0.313224626,0.409170912,0.277604463,
飲料類,"咖啡(三合一)","咖啡牛奶 Coffee drink",39.39,8.179,0.881,0.35,90.33,0.26,0,,25.13,75,30.43,6.02,0.13,0.102,20.83,,12.8985,5.03,0.05,0.005,0.07,0.86,0.2425,0,3,,,,,,,,,,,,,,,,,,,1.63,,39.39,0.830566134,0.079969535,0.089464331,
飲料類,"紅茶茶湯"," Black tea",0.1376,0,0.057,,99.93,0.0356,0,,,,,,,,,,0,0,0,0.006,0,0,0,,6.2,,,,,,,,,,,,,,,,,,,,,0.228,0,,1,
飲料類,"紅茶(大麥)"," Black tea (barley)",34.432,8.608,0,,91.312,0.08,0,,7.78,6,0.79,1.29,0.18,0,3.76,,0,0,,0,0.01,0,0.003,,2,0,,,,,,,,,,,,,,,,,,,,34.432,1,,0,
飲料類,"紅茶(蘋果)","水果茶 Black tea (Apple)",36.68,9.17,0,,90.78,0.05,0,,5.49,23.61,1.44,1.28,0.1,0,0.5,,0,0,,0,0.01,0.49,0.0135,,1,0,,,,,,,,,,,,,,,,,,,,36.68,1,,0,
飲料類,"烏龍茶茶湯"," OoLong tea; Woo-Loong tea",0.0812,0.0203,0,,99.94,0.0397,0,,,,,,,,,,0,0,0,0,0,0,0,,4.3,,,,,,,,,,,,,,,,,,,,,0.0812,1,,0,
飲料類,"烏龍茶"," OoLong tea; Woo-Loong tea",0.4,0.05,0.05,,99.83,0.07,0,,7.17,15.47,1.54,1.84,0.1,0,0.86,,0,0,,0,0.01,0,0.0142,,1,10.02,,,,,,,,,,,,,,,,,,,,0.4,0.5,,0.5,
飲料類,"烏龍茶(去冰,微糖)"," Oolong tea (no ice, light sugar)",15.5005,3.7771,0.0708,0.0121,96.1005,0.0395,,3.5579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5005,0.974704042,0.00702558,0.018270378,
飲料類,"烏龍茶(去冰,半糖)"," Oolong tea (no ice, half sugar)",21.0873,5.202,0.0633,0.0029,94.6888,0.043,,4.9109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0873,0.986755061,0.001237712,0.012007227,
飲料類,"烏龍茶(去冰,全糖)"," Oolong tea (no ice, full sugar)",35.6678,8.828,0.0633,0.0114,91.0723,0.025,,8.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6678,0.990024616,0.002876544,0.00709884,
飲料類,"綠茶茶湯"," Green tea",0.3648,0.0382,0.053,,99.87,0.0388,0,,,,,,,,,,0,0,0,0,0,0,0,,4.4,,,,,,,,,,,,,,,,,,,,,0.3648,0.418859649,,0.581140351,
飲料類,"綠茶"," Green tea",21.52,5.38,0,,94.49,0.13,0,,8.96,2.87,0.43,0.68,0.07,0,2.6,,0,0,,0,0.01,0,0.002,,2,0,,,,,,,,,,,,,,,,,,,,21.52,1,,0,
飲料類,"鮮奶茶(無糖)","紅茶拿鐵 Fresh milk tea (sugar-free)",26.5077,1.3876,2.018,1.4317,94.891,0.2717,,1.811,11.872,61.617,33.228,3.91,0,0.205,27.714,,23.5085,5.984,0.029,0.016,0.0991,0,0.013,0,20.156,0,961.515403,426.231407,42.263784,35.21982,4.72461,53.086,8.845,76.293,28.59,61.847,124.405,64.603,59.317,104.575,34.532,5.789,,6.659,,26.5077,0.209388215,0.486096493,0.304515292,
飲料類,"奶茶(三合一)"," Milk tea",41.97,9.472,0.458,0.25,89.66,0.16,0,,18.04,34.71,10.54,1.97,0.15,0.072,18.12,,5.84,0,0.04,0.01,0.05,0.5,0.0234,0,2,,194.45,49.525,6.05,6.05,0,,,,,,,,,,,,,0,,41.97,0.902740052,0.053609721,0.043650226,
飲料類,"烏龍奶茶(去冰,微糖)"," Oolong milk tea (no ice, light sugar)",59.3231,8.0623,0.2473,2.8983,88.546,0.2461,,3.7811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3231,0.543619602,0.439705612,0.016674786,
飲料類,"烏龍奶茶(去冰,半糖)"," Oolong milk tea (no ice, half sugar)",62.3074,9.5745,0.241,2.5606,87.394,0.2299,,4.7131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3074,0.614662143,0.36986618,0.015471678,
飲料類,"烏龍奶茶(去冰,全糖)"," Oolong milk tea (no ice, full sugar)",74.7962,12.2655,0.2348,2.755,84.542,0.2027,,8.5539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7962,0.655942414,0.331500798,0.012556788,
飲料類,"珍珠奶茶(去冰,微糖)"," Pearl milk tea (no ice, light sugar)",75.3154,13.53,0.2323,2.2518,83.765,0.2209,,5.5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.3154,0.718578139,0.26908441,0.01233745,
飲料類,"珍珠奶茶(去冰,半糖)"," Pearl milk tea (no ice, half sugar)",83.5089,14.4857,0.2488,2.7301,82.2835,0.2519,,6.4453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5089,0.693851793,0.294230914,0.011917293,
飲料類,"珍珠奶茶(去冰,全糖)"," Pearl milk tea (no ice, full sugar)",94.0235,17.8917,0.2423,2.3875,79.21,0.2685,,8.8251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0235,0.761158647,0.228533292,0.010308061,
飲料類,"奶茶沖泡包(三合一)"," Instant tea powder mix",451.9328,82.3467,1.724,12.85,1.2,1.8793,,,244.55,748.74,15.38,20.284,0.59,0.38,256.87,,3.0572,17.78,0.4542,0.009,1.267,0.222,0.072,0.03,63.1,,12471.5418,378.4068,0,0,0,53.43,23.4402,76.47,10.99,51.51,96.44,49.8,46.91,81.17,42.05,0,,0,,451.9328,0.728840217,0.255900877,0.015258906,
飲料類,"茉莉花茶湯","香片 Jasmine tea",0.2524,0,0.064,,99.9,0.0369,0,,,,,,,,,,0,0,0,0,0,0,0,,4.3,,,,,,,,,,,,,,,,,,,,,0.256,0,,1,
飲料類,"茉莉花茶"," Jasmine tea drink",28.48,7.064,0.056,,92.83,0.05,0,,19.06,14.12,0,1.62,0.07,0,4.93,,0,0,,0,0.01,0.42,0.0073,,2,,,,,,,,,,,,,,,,,,,,,28.48,0.992134831,,0.007865169,
飲料類,"菊花茶"," Chrysauthemum tea",29.64,7.41,0,,92.59,0,0,,17.17,11.65,1.71,1.33,0.11,0,2.72,,0,0,,0,0.11,0.33,0.001,,1,,,,,,,,,,,,,,,,,,,,,29.64,1,,0,
飲料類,"多多綠茶(全糖)"," Duoduo Green Tea (Full Sugar)",49.019,10.9973,1.059,0.0882,87.809,0.0465,,10.207,10.081,22.961,9.511,1.503,0,0.106,7.097,,0,0,0.002,0.007,0.0254,0,0.002,0,23.064,0,,,,,,,,,,,,,,,,,,0,,49.019,0.897390808,0.016193721,0.086415472,
飲料類,"冬瓜茶"," White gourd drink",33.04,8.26,0,,91.66,0.08,0,,15.75,1.97,3.24,1.13,0.2,0,2.01,,0,0,,0.01,0.01,0,0.0544,,0,0,,,,,,,,,,,,,,,,,,,,33.04,1,,0,
飲料類,"乳酸飲料"," Lactic acid drink",44.68,10.95,0.22,0,88.69,0.14,0,,19.99,13.22,20.44,1.16,0.23,0.058,9.26,,0,0,0,0,0.03,0.66,0.003,,1,0,,,,,,,,,,,,,,,,,,,,44.68,0.980304387,0,0.019695613,
飲料類,"維生素強化飲料(胡蘿蔔素)"," Drink: beta-carotene enriched",39.4,9.85,0,,90.15,0,0,,7.88,3.81,0.6,0,0.08,0,1.96,,2035.0153,12207.65,0.31,0,0.01,0.34,0.004,,1,15.66,,,,,,,,,,,,,,,,,,,,39.4,1,,0,
飲料類,"維生素強化飲料(綜合)"," Drink: multi-vitamin enriched",54.12,13.38,0.15,,86.35,0.12,0,,38.37,6.6,0.59,0,0.08,0,22.2,,49.8783,299.21,0.02,0.12,0.77,5.74,0.621,,0,81.36,,,,,,,,,,,,,,,,,,,,54.12,0.988913525,,0.011086475,
飲料類,"維生素強化飲料(維生素C)"," Drink: vitamin C enriched",57.04,14.26,,,85.74,0,0,,1.88,0.62,1.4,0,0.11,0,0.51,,0,0,,0,2.07,8.45,0,,,1641.03,,,,,,,,,,,,,,,,,,,,57.04,1,,,
飲料類,"運動飲料"," Isotonic drink",28.44,7.03,0.08,,92.74,0.15,0,,41.08,17.74,2.23,1.04,0,0,0.59,,0,0,0,0,0.01,0.24,0.001,,0,45.87,,,,,,,,,,,,,,,,,,,,28.44,0.988748242,,0.011251758,
飲料類,"米醋飲料"," Vinegar drink",52.16,13.04,,,86.8,0.16,0,,63.08,9.73,3.85,1.15,0.17,0.068,2.22,,0,0,,0,0.25,0.23,0.2359,,1,1.18,,,,,,,,,,,,,,,,,,,,52.16,1,,,
飲料類,"即溶咖啡粉"," Instant coffee",362.6972,71.2048,16.612,1.27,3.06,7.8532,22.1764,,86.46,4575.3,132.32,384.98,4.85,0.422,310.88,,0,0,7.6204,0,0.9,69.61,0.5365,,11.2,,537.95295,154.76728,577.27596,559.39563,17.88033,0,60.7165,516.47,34.29,339.97,906.45,304.5,501.64,84.5,244.86,40.16,,,,362.6972,0.785280945,0.031513891,0.183205164,
飲料類,"咖啡沖泡包(二合一)"," Instant coffee powder mix",491.0605,63.607,6.75,23.2925,2.895,3.4555,6.6319,9.006,100.04,786.16,79.3,43.48,0.565,0.24,157.54,0.0166,10.5859,16.556,1.0522,0,0.5592,7.6335,0.5632,0.107,44.045,0,20914.33575,1037.680875,207.070325,196.821625,10.2487,121.802,16.121,201.447,42.291,172.412,367.982,134.193,194.971,201.712,92.408,0,74.51,12.7,,491.0605,0.518119458,0.4268975,0.054983042,
